type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123193940,brewvebeenserved,our awesome coffee cheer he be ok now,36.054,24.901,
mbdata,20140123193940,megaMan,run n't walk across driveway Gelato almostcreamedbyvan,,,
mbdata,20140123193940,prettyRain,something go outside be gelatogalore,,,
mbdata,20140123193940,sofitees,wow crazy driving @gelatogalore somebodywantgelatobad,36.059,24.857,
ccdata,20140123193940,,incomplete call for POLICE,,,
mbdata,20140123193953,KronosQuoth,you must expect great thing   pokrally hi,,,
mbdata,20140123193953,KronosQuoth,whenever find side majority time pause reflect   POKRally HI,,,
mbdata,20140123193953,Clevvah4Evah,wait bate breadth pok Rally Grammar,,,
mbdata,20140123193953,dirtdigger334,make $ 630-$8062 month online fastjobs.kronos/tricks abila workathome,,,
mbdata,20140123194000,blueSunshine,rt @AbilaPost if vicinity Achilleos madeg please evacuate donot wait fire police officer AbilaPost,,,
mbdata,20140123194000,pinky,rt @AbilaAllFaith donation DancingDolphinsFire victim accept GenerousAbila,,,
mbdata,20140123194000,dragonRider1,RT @KronosStar Abila police pursuit erratic driver run red light Polvo   KronosStar,,,
mbdata,20140123194000,brain448,RT @HomelandIlluminations report come possible hit run police pursuit hi,,,
mbdata,20140123194000,redisrad,yessir,,,
mbdata,20140123194000,martaO,wheezy panickattak worstfirstdateever,,,
mbdata,20140123194000,truccotrucco,wow crazy black van got pull parking lot dinner show,36.059,24.856,
mbdata,20140123194000,KronosStar,Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194000,trapanitweets,gon na help bike guy home ttl,36.054,24.901,
mbdata,20140123194000,protoGuy,omg dude black van shoot cop   bullet everywhere,,,
mbdata,20140123194000,megaMan,yeah van ca n't exit backway Gelato   and cop get,,,
mbdata,20140123194000,panopticon,somebody shoot across street gelatogalore go octavios ink cartridge,,,
mbdata,20140123194000,SiaradSea,real life action movie go outside most exciting milk run ever,,,
mbdata,20140123194000,roger_roger,something be go outside I think I hear gun,,,
mbdata,20140123194000,sofitees,cops?r right behind think gunshot CRAZY,36.059,24.857,
ccdata,20140123194000,,felony assault weapon in progress,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194021,reggierockin776,I get cheap medication online without prescription meds.kronos/cheapmeds kronos abila,,,
mbdata,20140123194022,brontes_riff,omg the cop be here for I,,,
mbdata,20140123194022,megaMan,well expect cop block van Gelato move get well view,,,
mbdata,20140123194022,HomelandIlluminations,BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194022,prettyRain,cop outside think be something wrong,,,
mbdata,20140123194022,roger_roger,tell we stay down- be floor I be ok,,,
mbdata,20140123194022,Simon_Hamaeth,I 'd swear hear gunshot @carlyscoffee,,,
ccdata,20140123194022,,disturbance noise,,,1615 N. Omirou St
mbdata,20140123194029,protoGuy,go move I get well view,,,
mbdata,20140123194029,megaMan,so van try turn exit cop block van cop door open troubleatgelato,,,
mbdata,20140123194029,HomelandIlluminations,moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194029,NewsOnlineToday,Abila Police report shot fire business Abila,,,
mbdata,20140123194029,jsmith,omc happen city fire shooting kidnapping repent,,,
mbdata,20140123194029,panopticon,hink somedby got shoot cnat tell exactly,,,
mbdata,20140123194029,SiaradSea,yikes gunfire hide behind watermelon,,,
mbdata,20140123194029,roger_roger,I be with?some people be hiding behind counter,,,
mbdata,20140123194041,truccotrucco,omg shoot shoot,36.059,24.856,
mbdata,20140123194041,megaMan,shot move behind mailbox peek troubleatgelato,,,
mbdata,20140123194041,AbilaPost,report gun fire Gelatogalore APD scene AbilaPost,,,
mbdata,20140123194041,SiaradSea,move freezer section well protection,,,
mbdata,20140123194041,prettyRain,someone sai get floor please send help,,,
mbdata,20140123194041,roger_roger,WTH do rally get?violent,,,
mbdata,20140123194041,sofitees,think cop got shoot down?n might dead,36.059,24.857,
ccdata,20140123194041,,suspicious occupied vehicle black VAN,,,3611 N. Berlau St
mbdata,20140123194051,KronosQuoth,successful people unsuccessful people willing dodon't wish easy wish well   POKRally hi,,,
mbdata,20140123194100,stolkfair,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194100,FriendsOfKronos,gunfire gelatogalore give ya one guess POK terrorist,,,
mbdata,20140123194100,protoGuy,omg cop got hit be blood everywhere,,,
mbdata,20140123194100,Sara_Nespola,somebody shoot we,,,
mbdata,20140123194100,megaMan,@ben bullet ca n't go thru mailbox thanks4nothing,,,
mbdata,20140123194100,CentralBulletin,report gun fire Abila business Abila CentralBulletin,,,
mbdata,20140123194100,SiaradSea,I think cop got hit,,,
mbdata,20140123194100,prettyRain,still be lot police be go,,,
mbdata,20140123194100,roger_roger,I hear siren chouting outside,,,
ccdata,20140123194100,,suspicious subject circumstance in progress,,,3107 N. Alexandrias St
mbdata,20140123194103,truccotrucco,happen r right front shoot,36.059,24.856,
mbdata,20140123194107,FriendsOfKronos,Abila come use peaceful city POK start peaceful movement POK terror,,,
mbdata,20140123194107,megaMan,black van face two cop car shot fire people undercover move control troubleatgelato,,,
mbdata,20140123194107,yomamma,scared death I going go gelato I could right,,,
mbdata,20140123194107,roger_roger,be go,,,
mbdata,20140123194107,Simon_Hamaeth,I think cop got shoot right outside carlyscoffee APD,,,
ccdata,20140123194107,,traffic stop,,,2708 N. Polvo St
mbdata,20140123194113,truccotrucco,never scared table gelatogalore ca nt see much cop light,36.059,24.856,
mbdata,20140123194113,protoGuy,go get behind wall,,,
mbdata,20140123194113,megaMan,@ben @george ca n't see van yet one cop,,,
mbdata,20140123194113,panopticon,nooooo cop got kill shooter still gelatogalore parking lot,,,
mbdata,20140123194113,roger_roger,guy peek window?- lot people outside,,,
mbdata,20140123194120,KronosQuoth,take one idea make one idea life think dream live idea   POKRally HI,,,
mbdata,20140123194120,KronosQuoth,success walk failure failure loss enthusiasm   POKRally HI,,,
mbdata,20140123194120,Clevvah4Evah,in edition always add instead multiply pok rally grammar,,,
mbdata,20140123194120,KronosQuoth,nothing world common unsuccessful people talent   POKRally HI,,,
mbdata,20140123194122,protoGuy,hope cop n't dead,,,
mbdata,20140123194122,megaMan,cop troubleatgelato,,,
mbdata,20140123194122,SiaradSea,this crazy why didt'n iwait toget later,,,
mbdata,20140123194122,roger_roger,wtf say someone be dead outside,,,
ccdata,20140123194122,,alarm secure no crime,,,5101 N. Carden St
mbdata,20140123194129,sithLordJames,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194129,megaMan,still ca n't tell keep head troubleatgelato,,,
mbdata,20140123194129,roger_roger,someone tell cop be,,,
ccdata,20140123194129,,suspicious occupied vehicle black VAN,,,N. Oddisseos St / N. Antoniadou St
mbdata,20140123194133,truccotrucco,nt stay rally trap van right outsdie door,36.059,24.856,
mbdata,20140123194133,dtrejos,sometthing bad be go downtown anyone detail,,,
mbdata,20140123194133,protoGuy,cop van dude hide behind door like movie,,,
mbdata,20140123194133,megaMan,van guy behind door cop troubleatgelato,,,
mbdata,20140123194133,windAvatar,guess someone didhn't get good servide Gelato Galore-- overreaction,,,
mbdata,20140123194140,dolls4sale,rt @sofitees wow crazy driving @gelatogalore somebodywantgelatobad,,,
mbdata,20140123194141,jaques,rt @truccotrucco omg shooting shoot,,,
mbdata,20140123194141,stolkfair,RT @AbilaPost report gun fire Gelatogalore APD scene AbilaPost,,,
mbdata,20140123194141,slamrjamr,RT @SiaradSea move freezer section well protection,,,
mbdata,20140123194142,megaMan,ca n't see other van troubleatgelato tag,,,
mbdata,20140123194143,KronosQuoth,if want lift lift someone else   KronosStar POKRally,,,
mbdata,20140123194145,supplementsRule,'ll laugh see pic hotchicks.kronos/pictures hot onfire,,,
mbdata,20140123194145,truccotrucco,I see outside know kill,36.059,24.856,
mbdata,20140123194145,megaMan,n't think anyone run didn'thave time police pull TAG,,,
mbdata,20140123194145,AbilaPost,unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194145,KronosStar,shot fire Gelato Galore Police officer KronosStar,,,
mbdata,20140123194145,HomelandIlluminations,there flurry activity near Gelato Galore police hold multiple gunman,,,
mbdata,20140123194145,prettyRain,omgomgomg be scared -someone dead,,,
mbdata,20140123194145,roger_roger,WTH do stupid rally get?violent,,,
mbdata,20140123194148,truccotrucco,everyone hiding guy reach grab food eat time like,36.059,24.856,
mbdata,20140123194148,protoGuy,shot cop still ground n't anyone help,,,
mbdata,20140123194148,megaMan,lot people take cover get behind something folk tag,,,
mbdata,20140123194148,CentralBulletin,report officer result gun fire Abila business Gelatogalore Abila CentralBulletin,,,
mbdata,20140123194148,HomelandIlluminations,witness report gunman hostage,,,
mbdata,20140123194148,Officia1AbilaPost,eight surprising fact GelatoGalore empire snad.co.kronos/38cnik34,,,
mbdata,20140123194148,Simon_Hamaeth,I hope someone know be trap helpus APD,,,
ccdata,20140123194148,,subject stop,,,3277 N. Agentes St
mbdata,20140123194157,FriendsOfKronos,cop shoot gelatogalore POK terrorist know matter time pok terror,,,
mbdata,20140123194157,megaMan,@ben reporter show sure,,,
mbdata,20140123194157,NewsOnlineToday,witness report police hold multiple gunman Abila,,,
ccdata,20140123194157,,fire medic need officer down,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194200,phantomagate,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194200,vetsRock,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194200,vetsRock,RT @SiaradSea real life action movie go outside most exciting milk run ever,,,
mbdata,20140123194203,truccotrucco,omg Abila Post say cop got shoot happen,36.059,24.856,
mbdata,20140123194203,FriendsOfKronos,cop kill pok terorist violence stop pok terror,,,
mbdata,20140123194203,megaMan,still take peek stayingbehindmymailbox tag,,,
mbdata,20140123194203,NewsOnlineToday,witness report gunman hostage Abila,,,
mbdata,20140123194211,kingWilly,just leave coffee store omg could pray people still,,,
mbdata,20140123194211,protoGuy,lot people store know danger,,,
mbdata,20140123194211,megaMan,lot people trap inside gelato idiot stand going get shoot tag,,,
mbdata,20140123194211,hempRules,everyone stay indoors be someone shoot people Gelato Galor   do n't go outside,,,
mbdata,20140123194211,KronosQuoth,remember one make feel inferior without consent   KronosStar POKRally,,,
mbdata,20140123194211,KronosQuoth,life nt getting give   KronosStar POKRally,,,
mbdata,20140123194211,KronosQuoth,a person never make mistake never try anything new   KronosStar POKRally,,,
mbdata,20140123194211,Clevvah4Evah,the rally peak interest pok Rally Grammar,,,
mbdata,20140123194214,truccotrucco,stupid guy stand looking window want get shoot,36.059,24.856,
mbdata,20140123194214,megaMan,light gelato parking lot hard see clearly TAG,,,
ccdata,20140123194214,,suspicious occupied vehicle black VAN,,,1492 N. Lumen St
mbdata,20140123194222,lordWally,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194222,soup4u,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194222,blueSunshine,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194222,truccotrucco,sit pls,36.059,24.856,
mbdata,20140123194222,megaMan,headlight car focus tag,,,
mbdata,20140123194222,InternationalNews,break news Abila shot fire Gelato Galore Police officer IntNews,,,
ccdata,20140123194222,,check on HAZARD,,,6007 N. Artakis St
mbdata,20140123194228,truccotrucco,nt hear shot pls shooting,36.059,24.856,
mbdata,20140123194228,unicorns,omg standoff I leave town everything go pot,,,
mbdata,20140123194228,protoGuy,shooting waiting someone make move,,,
mbdata,20140123194228,KronosStar,government official telling people please stay away crime scene KronosStar,,,
ccdata,20140123194228,,fire medic need ambulance dispatch,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194229,sarajane,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194229,brandonL,rt @SiaradSea Yikes gunfire hide behind watermelon,,,
mbdata,20140123194234,Clevvah4Evah,I would like return complement pok Rally Grammar,,,
mbdata,20140123194234,KronosQuoth,you may succeed desire succeed may fail mind fail   POKRally hi,,,
mbdata,20140123194241,jgrobannne,RT @roger_roger WTH do rally get?violent,,,
mbdata,20140123194245,rnbwBrite,rt @AbilaPost unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194245,electricAvenue,rt @AbilaPost unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194245,phantomagate,RT @KronosStar shot fire Gelato Galore Police officer KronosStar,,,
mbdata,20140123194257,teresaJ,rt @NewsOnlineToday witness report police hold multiple gunman Abila,,,
mbdata,20140123194300,klingon4real,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194300,dolls4sale,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194300,rrWine,rt @protoGuy omg dude black van shoot cop   bullet everywhere,,,
mbdata,20140123194300,lordWally,rt @sofitees cops?r right behind think gunshot CRAZY,,,
mbdata,20140123194300,blueSunshine,rt @megaMan @ben bullet ca n't go thru mailbox thanks4nothing,,,
mbdata,20140123194300,brain448,rt @CentralBulletin report gun fire Abila business Abila CentralBulletin,,,
mbdata,20140123194300,ourcountryourrights,good music good message Viktor E POK park POK,,,
mbdata,20140123194300,FriendsOfKronos,stay away Gelatogalore terrorist shoot cop pok terror,,,
mbdata,20140123194300,Sara_Nespola,I thinkthe cop got hurt,,,
mbdata,20140123194300,megaMan,I think shooting do tag,,,
mbdata,20140123194300,HomelandIlluminations,report hostage standoff corner Ithakis Alexandrias,,,
mbdata,20140123194300,soulofShi,wow Most excitement town see   going gg check who be,,,
mbdata,20140123194300,SiaradSea,kepe movig typinghard,,,
mbdata,20140123194300,roger_roger,guy think make break be chekce back room,,,
mbdata,20140123194300,Clevvah4Evah,I want job 80 mental 30 fiscal pok Rally Grammar,,,
mbdata,20140123194303,microBanana,rt @NewsOnlineToday witness report gunman hostage Abila,,,
mbdata,20140123194311,rrWine,RT @protoGuy lot people store know danger,,,
mbdata,20140123194311,truccotrucco,shoot cop maniac,36.059,24.856,
mbdata,20140123194311,megaMan,hear lot siren background many might think tag,,,
mbdata,20140123194311,HomelandIlluminations,APD one unit site,,,
mbdata,20140123194311,NewsOnlineToday,report hostage standoff Abila,,,
ccdata,20140123194311,,suspicious occupied vehicle black VAN,,,1066 N. Lumen St
mbdata,20140123194322,lordWally,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194322,henri,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194322,courage4life,RT @megaMan cop troubleatgelato,,,
mbdata,20140123194322,Sara_Nespola,cop n't move,,,
mbdata,20140123194322,megaMan,newspaper people wandering around going get shoot tag,,,
mbdata,20140123194322,AbilaPost,APD officer shoot driver black van AbilaPost,,,
mbdata,20140123194322,Officia1AbilaPost,three kill police action POK rally smad.co.kronos/239nk89,,,
mbdata,20140123194322,panopticon,omg cop got shoot still nt move ca nt belivef happeningn,,,
mbdata,20140123194322,prettyRain,someone going try get be scared,,,
mbdata,20140123194328,KronosQuoth,try become person success rather try become person value   POKRally HI,,,
mbdata,20140123194328,KronosQuoth,to successful must accept challenge come way you ca n't accept one like   pokrally hi,,,
mbdata,20140123194328,KronosQuoth,if wind serve take oar   KronosStar POKRally,,,
mbdata,20140123194328,Clevvah4Evah,my boss make 360 last decision pok Rally Grammar,,,
mbdata,20140123194329,ninjabob,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194329,dolls4sale,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194329,henri,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194329,brain448,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194333,BlueVelvet,rt @truccotrucco nt stay rally trap van right outsdie door,,,
mbdata,20140123194333,rrWine,rt @protoguy cop van dude hide behind door like movie,,,
mbdata,20140123194337,pumpitup,click link nobody gets hurt /linkcity.kronos,,,
mbdata,20140123194337,brontes_riff,they're knock on door,,,
mbdata,20140123194337,megaMan,More siren people run street away gelato I be stick TAG,,,
mbdata,20140123194337,AbilaPost,APD ambulance dispatch gelatogalore shooting AbilaPost,,,
mbdata,20140123194337,KronosStar,official ask public patient APD resolve issue KronosStar,,,
mbdata,20140123194337,sofitees,somany cop ca nt beleive happening want coffee,36.059,24.857,
ccdata,20140123194337,,dire emergency police need officer down send additional unit,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194339,truccotrucco,hearing siren think get view outside shooting,36.059,24.856,
mbdata,20140123194339,HomelandIlluminations,ambulance arrive scene standoff,,,
ccdata,20140123194339,,disturbance noise,,,1979 N. Arkadou St
mbdata,20140123194340,gardener4958,rt @redisrad scary look apd say evacuate,,,
mbdata,20140123194341,sarajane,RT @sofitees think cop got shoot down?n might dead,,,
mbdata,20140123194345,zengardener,rt @AbilaPost unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194345,microBanana,rt @AbilaPost unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194345,sarajane,RT @KronosStar shot fire Gelato Galore Police officer KronosStar,,,
mbdata,20140123194346,rockStar113,police tell we stay away area,,,
mbdata,20140123194346,megaMan,More police ambulance   good luck getting TAG,,,
mbdata,20140123194346,AbilaPoliceDepartment,wound officer evacuate,,,
mbdata,20140123194346,dtrejos,sound like one amblance standoff fire,,,
mbdata,20140123194346,Simon_Hamaeth,ambulance cop- wonder 'll okay pray,,,
mbdata,20140123194348,courage4life,rt @CentralBulletin report officer result gun fire Abila business Gelatogalore Abila CentralBulletin,,,
mbdata,20140123194348,siliconKing,rt @Simon_Hamaeth I hope someone know be trap helpus APD,,,
mbdata,20140123194357,wiseWords,rt @megaMan @ben reporter show sure,,,
mbdata,20140123194357,klingon4real,rt @NewsOnlineToday witness report police hold multiple gunman Abila,,,
mbdata,20140123194357,FriendsOfKronos,ambulance sway gleatogalore shooting police officer shoot pok,,,
mbdata,20140123194357,protoGuy,I wonder van dude look like want kill cop,,,
mbdata,20140123194357,megaMan,@ben it cop not sure status,,,
mbdata,20140123194357,CentralBulletin,officer shoot ambulance dispatch gelatogalore shoot Abila CentralBulletin,,,
mbdata,20140123194359,KronosQuoth,go confidently direction dream   live life imagine   KronosStar POKRally,,,
mbdata,20140123194400,dolls4sale,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194400,lindyT,rt @KronosStar Abila police corner erratic driver parking lot near intersection Alexandrias Ithakis shot fire KronosStar,,,
mbdata,20140123194400,electricAvenue,RT @panopticon somebody shoot across street gelatogalore go octavios ink cartridge,,,
mbdata,20140123194400,brain448,rt @Sara_Nespola somebody shooting we,,,
mbdata,20140123194400,teresaJ,RT @SiaradSea keping movig typinghard,,,
mbdata,20140123194400,michelleR,may creator bless soul gunman lose mind,,,
mbdata,20140123194400,megaMan,@ben sorry hard report everything yr behind mailbox tag,,,
mbdata,20140123194400,praise111,prayer injure police officer family,,,
mbdata,20140123194400,HomelandIlluminations,witness report gunfire corner Ithakis Alexandrias,,,
mbdata,20140123194400,roger_roger,I 've get ta get I ca n't believe happen,,,
ccdata,20140123194400,,alarm secure no crime,,,5501 Anrop St
mbdata,20140123194403,sarajane,rt @FriendsOfKronos cop kill POK terorist violence stop pok terror,,,
mbdata,20140123194403,phantomagate,rt @NewsOnlineToday witness report gunman hostage Abila,,,
mbdata,20140123194403,blueSunshine,rt @NewsOnlineToday witness report gunman hostage Abila,,,
mbdata,20140123194407,zengardener,RT @megaMan black van face two cop car shot fire people undercover move control troubleatgelato,,,
mbdata,20140123194411,megaMan,cop buddy run ambulance TAG,,,
mbdata,20140123194411,HomelandIlluminations,APB report APD unit en route,,,
mbdata,20140123194411,NewsOnlineToday,witness report gunfire Abila,,,
mbdata,20140123194411,prettyRain,I think I hear police outside- someone tell be,,,
ccdata,20140123194411,,police unit dispatch,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194422,blueSunshine,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194422,joyce101,rt @HomelandIlluminations BREAKING NEWS Abila Police report shot fire Gelato Galore near City Park,,,
mbdata,20140123194422,farmboy,rt @prettyRain cop outside think be something wrong,,,
mbdata,20140123194423,truccotrucco,look like 3 cop car black van two people front van shoot,36.059,24.856,
mbdata,20140123194423,hempRules,Gelato Galore owe Tethys businessman,,,
mbdata,20140123194423,megaMan,More police start arrive   tag,,,
mbdata,20140123194423,creatorRocks,courage strong bullet,,,
mbdata,20140123194426,KronosQuoth,the meaning life find gift the purpose life give away   POKRally hi,,,
mbdata,20140123194426,KronosQuoth,if dream achieve   KronosStar POKRally,,,
mbdata,20140123194426,KronosQuoth,little mind tame subdue misfortune great mind rise   POKRally HI,,,
mbdata,20140123194427,praise111,hang,,,
mbdata,20140123194428,slamrjamr,RT @KronosStar Government official tell people please stay away crime scene KronosStar,,,
mbdata,20140123194428,megaMan,wonder van guy get nervous gon na give TAG,,,
mbdata,20140123194428,mountain478,bummer a gelato sound good right guess I 'll beer instead,,,
ccdata,20140123194428,,dire emergency swat team dispatch,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194429,wireHead1122,rt @protoGuy going move I get well view,,,
mbdata,20140123194429,lordWally,RT @HomelandIlluminations moment ago shot fire corner Ithakis Alexandrias,,,
mbdata,20140123194429,sarajane,rt @roger_roger I be with?some people be hide behind counter,,,
ccdata,20140123194429,,suspicious occupied vehicle black VAN,,,N. Ithakis St / N. Dentro St
mbdata,20140123194438,truccotrucco,put head back shoot,36.059,24.856,
mbdata,20140123194438,hermanM,get real bullet kick arse,,,
mbdata,20140123194440,ernieO,what heck go today craziness,,,
mbdata,20140123194440,megaMan,Police start move still ca n't see anyone van probably empty tag,,,
mbdata,20140123194440,AbilaPost,Police evacuate corner around Alexandiras Ithakis public safety,,,
mbdata,20140123194441,zengardener,RT @AbilaPost report gun fire Gelatogalore APD scene AbilaPost,,,
mbdata,20140123194441,megaMan,cop telling go back street   tag,,,
mbdata,20140123194441,CentralBulletin,police evacuate area shooting Abila CentralBulletin,,,
mbdata,20140123194445,ninjabob,rt @megaman n't think anyone run didn'thave time police pull TAG,,,
mbdata,20140123194445,sithLordJames,RT @KronosStar shot fire Gelato Galore Police officer KronosStar,,,
mbdata,20140123194446,electricAvenue,rt @Simon_Hamaeth ambulance cop- wonder 'll okay pray,,,
mbdata,20140123194451,megaMan,behind telephone pole tag stillonit,,,
ccdata,20140123194451,,incomplete call for POLICE,,,
mbdata,20140123194451,KronosQuoth,in order succeed desire success great fear failure   KronosStar POKRally,,,
mbdata,20140123194451,KronosQuoth,do n't afraid give good go great   POKRally HI,,,
mbdata,20140123194457,teresaJ,rt @NewsOnlineToday witness report police hold multiple gunman Abila,,,
mbdata,20140123194457,sithLordJames,rt @NewsOnlineToday witness report police hold multiple gunman Abila,,,
mbdata,20140123194457,rrWine,rt @megaMan @ben its cop not sure status,,,
mbdata,20140123194500,siliconKing,RT @roger_roger Guy think make break be chekce back room,,,
mbdata,20140123194500,KronosStar,additional police arrive assist building evacuation KronosStar DancingDolphinFire,,,
mbdata,20140123194500,HomelandIlluminations,evacuation expand include building hi,,,
mbdata,20140123194500,dangermice,lot displace people wonder go tonight,36.059,24.894,
mbdata,20140123194500,redisrad,butwhere2,,,
mbdata,20140123194500,hempRules,Jax got call go help AbilaFire BravestHusbandEver AbilasFinest,,,
mbdata,20140123194500,footfingers,imagine Kronos without corporate pollution act make happen pok,36.054,24.902,
mbdata,20140123194500,FriendsOfKronos,police something evacuate public around ALexandrias Ithakis,,,
mbdata,20140123194500,michelleR,friend thank creator n't kill,,,
mbdata,20140123194500,protoGuy,van dude waving gun shouting cop   he be crazy,,,
mbdata,20140123194500,KronosStar,APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194500,AbilaPoliceDepartment,an office wound course duty he good condition More update later APD,,,
mbdata,20140123194500,panopticon,guy scream cop waving gun arentt shooting shoot cop,,,
mbdata,20140123194503,wiseWords,rt @truccotrucco OMG Abila Post say cop got shoot happen,,,
mbdata,20140123194503,klingon4real,rt @megaMan still taking peek stayingbehindmymailbox tag,,,
mbdata,20140123194503,vonneka,rt @NewsOnlineToday witness report gunman hostage Abila,,,
mbdata,20140123194507,henri,rt @roger_roger be go,,,
mbdata,20140123194511,jaques,RT @HomelandIlluminations APD one unit site,,,
mbdata,20140123194511,soup4u,RT @HomelandIlluminations APB report APD unit en route,,,
mbdata,20140123194511,truccotrucco,think trap gelatogalore shooting,36.059,24.856,
mbdata,20140123194511,brontes_riff,oh guess be neighbor,,,
mbdata,20140123194511,Officia1AbilaPost,GAStech president Sanjorge among world 's wealthy   smad.co.kronos/9njpp39,,,
mbdata,20140123194511,SiaradSea,shooter nut,,,
ccdata,20140123194511,,MISDEMEANOR assault in progress,,,N. Arkadou St / N. Sirrakou St
mbdata,20140123194513,stolkfair,rt @megaMan @ben @george ca n't see van yet one cop,,,
mbdata,20140123194513,KronosQuoth,life 10 happen 90 I react   KronosStar POKRally,,,
mbdata,20140123194522,wiseWords,rt @protoGuy hope cop n't dead,,,
mbdata,20140123194522,plasticParts,rt @megaMan headlight car focus tag,,,
mbdata,20140123194522,grlPwrz505,do get arrest get lawyer kline.kronos/signup POKRally,,,
mbdata,20140123194522,ernieO,let we support victim may attacker know kill solution,,,
mbdata,20140123194522,brontes_riff,cop everywhere,,,
mbdata,20140123194522,Sara_Nespola,guy van gun n't seem stable,,,
mbdata,20140123194522,michelleR,thank APD AFD brave service AbilasFinest,,,
mbdata,20140123194522,BoraVerissimo,trap grocery guess wo n't starve,,,
mbdata,20140123194523,siliconKing,RT @hempRules Gelato Galore owe Tethys businessman,,,
mbdata,20140123194528,rrWine,RT @KronosStar Government official tell people please stay away crime scene KronosStar,,,
mbdata,20140123194528,BlueVelvet,RT @KronosStar Government official tell people please stay away crime scene KronosStar,,,
mbdata,20140123194528,luvMyPants,RT @KronosStar Government official tell people please stay away crime scene KronosStar,,,
mbdata,20140123194537,wiseWords,rt @KronosStar official ask public patient APD resolve issue KronosStar,,,
mbdata,20140123194540,phantomagate,RT @megaMan Police starting move still ca n't see anyone van probably empty tag,,,
mbdata,20140123194542,KronosQuoth,the meaning life find gift the purpose life give away   POKRally hi,,,
mbdata,20140123194542,KronosQuoth,we easily forgive child afraid dark real tragedy life man afraid light   KronosStar POKRally,,,
mbdata,20140123194542,Clevvah4Evah,I would like return complement pok Rally Grammar,,,
mbdata,20140123194545,jgrobannne,rt @AbilaPost unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194545,pinky,rt @AbilaPost unconfirmed report officer result gun fire Gelatogalore parking lot AbilaPost,,,
mbdata,20140123194545,sithLordJames,RT @KronosStar shot fire Gelato Galore Police officer KronosStar,,,
mbdata,20140123194545,vonneka,RT @KronosStar shot fire Gelato Galore Police officer KronosStar,,,
mbdata,20140123194545,sithLordJames,rt @prettyRain omgomgomg be scared -someone dead,,,
mbdata,20140123194545,microBanana,RT @roger_roger WTH do stupid rally get?violent,,,
mbdata,20140123194546,BlueVelvet,RT @megaMan More police ambulance   good luck get TAG,,,
