"TLID,N,10,0","FEDIRP,C,2","FENAME,C,16","FETYPE,C,5","FEDIRS,C,2","FRADDL,N,5,0","TOADDL,N,5,0","FRADDR,N,5,0","TOADDR,N,5,0"
184644356,N,Omirou,St,,1500,1612,1501,1699
184644357,N,Arbete,St,,4600,4798,4601,4799
184644358,N,Hacia,St,,2400,2498,2401,2499
184644359,N,Arbete,St,,4500,4598,4501,4599
184644360,N,Hacia,St,,2200,2398,2201,2399
184644361,N,Antoniadou,St,,4500,4598,4501,4599
184644362,N,Anntigonou,St,,4500,4598,4501,4599
184644363,N,Hacia,St,,2100,2198,2101,2199
184644365,N,Arbete,St,,4400,4498,4401,4499
184644366,N,Thessalias,St,,2200,2398,2201,2399
184644367,N,Antoniadou,St,,4400,4498,4401,4499
184644368,N,Anntigonou,St,,4400,4498,4401,4499
184644369,N,Hacia,St,,1900,2098,1901,2099
184644370,N,Androutsou,St,,4500,4598,4501,4599
184644371,N,Hacia,St,,1800,1898,1801,1899
184644372,N,Amfitris,St,,4500,4598,4501,4599
184644373,N,Hacia,St,,1600,1798,1601,1799
184644374,N,Alm,St,,4500,4598,4501,4599
184644375,N,Alexandrias,St,,4500,4598,4501,4599
184644376,N,Hacia,St,,1500,1598,1501,1599
184644377,N,Thessalias,St,,1900,2198,1901,2199
184644378,N,Androutsou,St,,4400,4498,4401,4499
184644379,N,Thessalias,St,,1800,1898,1801,1899
184644380,N,Amfitris,St,,4400,4498,4401,4499
184644381,N,Thessalias,St,,1600,1798,1601,1799
184644382,N,Alm,St,,4400,4498,4401,4499
184644383,N,Thessalias,St,,1500,1598,1501,1599
184644384,N,Alexandrias,St,,4400,4498,4401,4499
184644385,N,Alamanas,St,,5000,5098,5001,5099
184644386,N,Limnou,St,,1400,1498,1401,1499
184644387,N,Limnou,St,,1300,1398,1301,1399
184644388,N,Agisilaou,St,,4900,4998,4901,4999
184644390,N,Ithakis,St,,1300,1398,1301,1399
184644391,N,Agisilaou,St,,4800,4898,4801,4899
184644392,N,Agentes,St,,4900,4998,4901,4999
184644393,N,Limnou,St,,1100,1198,1101,1199
184644394,N,Agiasou,St,,4900,4998,4901,4999
184644395,N,Ithakis,St,,1200,1298,1201,1299
184644396,N,Agiasou,St,,4800,4898,4801,4899
184644397,N,Ithakis,St,,1100,1198,1101,1199
184644398,N,Omirou,St,,1400,1498,1401,1499
184644399,N,Alamanas,St,,4600,4798,4601,4799
184644400,N,Omirou,St,,1300,1398,1301,1399
184644401,N,Agisilaou,St,,4600,4798,4601,4799
184644402,N,Omirou,St,,1200,1298,1201,1299
184644403,N,Agiasou,St,,4600,4798,4601,4799
184644404,N,Agentes,St,,4800,4898,4801,4899
184644405,N,Omirou,St,,1100,1198,1101,1199
184644406,N,Agentes,St,,4600,4798,4601,4799
184644407,N,Achilleos,St,,4900,4998,4901,4999
184644408,N,Limnou,St,,1000,1098,1001,1099
184644409,N,Ithakis,St,,1000,1098,1001,1099
184644410,N,Limnou,St,,900,998,901,999
184644411,N,Acera,St,,4900,4998,4901,4999
184644412,N,Ermou,St,,4800,4998,4801,4999
184644413,N,Limnou,St,,800,898,801,899
184644414,N,Acera,St,,4800,4898,4801,4899
184644415,N,Achilleos,St,,4800,4898,4801,4899
184644416,N,Omirou,St,,1000,1098,1001,1099
184644417,N,Achilleos,St,,4600,4798,4601,4799
184644418,N,Omirou,St,,900,998,901,999
184644419,N,Acera,St,,4600,4798,4601,4799
184644420,N,Ermou,St,,4600,4798,4601,4799
184644421,N,Omirou,St,,800,898,801,899
184644422,N,Hacia,St,,1400,1498,1401,1499
184644423,N,Hacia,St,,1300,1398,1301,1399
184644424,N,Agisilaou,St,,4500,4598,4501,4599
184644425,N,Hacia,St,,1200,1298,1201,1299
184644426,N,Agiasou,St,,4500,4598,4501,4599
184644427,N,Agentes,St,,4500,4598,4501,4599
184644428,N,Hacia,St,,1100,1198,1101,1199
184644429,N,Alamanas,St,,4500,4598,4501,4599
184644430,N,Thessalias,St,,1400,1498,1401,1499
184644431,N,Alamanas,St,,4400,4498,4401,4499
184644432,N,Thessalias,St,,1300,1398,1301,1399
184644433,N,Thessalias,St,,1200,1298,1201,1299
184644434,N,Agiasou,St,,4400,4498,4401,4499
184644435,N,Thessalias,St,,1100,1198,1101,1199
184644436,N,Agentes,St,,4400,4498,4401,4499
184644437,N,Hacia,St,,1000,1098,1001,1099
184644438,N,Achilleos,St,,4500,4598,4501,4599
184644439,N,Hacia,St,,900,998,901,999
184644440,N,Acera,St,,4500,4598,4501,4599
184644441,N,Hacia,St,,,,,
184644442,N,Ermou,St,,4500,4598,4501,4599
184644443,N,Thessalias,St,,1000,1098,1001,1099
184644444,N,Achilleos,St,,4400,4498,4401,4499
184644445,N,Thessalias,St,,900,998,901,999
184644446,N,Acera,St,,4400,4498,4401,4499
184644447,N,Thessalias,St,,800,898,801,899
184644448,N,Ermou,St,,4400,4498,4401,4499
184644452,N,Thessalias,St,,4600,4698,4601,4699
184644453,N,Thessalias,St,,4550,4598,4501,4599
184644454,N,Delfon,St,,4400,4498,4401,4499
184644455,N,Darluniau,St,,4400,4498,4401,4499
184644456,N,Thessalias,St,,4500,4548,4451,4499
184644458,N,Spetson,St,,4500,4598,4409,4599
184644459,N,Spetson,St,,4400,4498,4401,4407
184644468,N,Thessalias,St,,4318,4498,4401,4449
184644469,N,Thessalias,St,,4300,4316,4301,4399
184644470,N,Dafnidos,St,,4400,4498,4401,4499
184644471,N,Carretera,St,,4400,4498,4401,4499
184644472,N,Thessalias,St,,4200,4298,4201,4299
184644473,N,Spetson,St,,4300,4398,4367,4399
184644474,N,Spetson,St,,4222,4298,4301,4365
184644475,N,Carnero,St,,4400,4498,4401,4499
184644476,N,Thessalias,St,,4100,4198,4101,4199
184644477,N,Spetson,St,,4200,4220,4201,4299
184644478,N,Carretera,St,,4300,4398,4301,4399
184644479,N,Carnero,St,,4300,4398,4301,4399
184644480,N,Spetson,St,,4100,4198,4101,4199
184644481,N,Nia,Ave,,4200,4298,4213,4299
184644482,N,Nia,Ave,,4102,4198,4201,4211
184644483,N,Nia,Ave,,,,4101,4199
184644484,N,Carden,St,,4400,4498,4401,4499
184644485,N,Thessalias,St,,3900,4098,3901,4099
184644486,N,Spetson,St,,3900,4098,3901,4099
184644487,N,Brada,St,,4400,4498,4401,4499
184644488,N,Blant,St,,4400,4498,4401,4499
184644489,N,Thessalias,St,,3700,3798,3701,3799
184644490,N,Spetson,St,,3820,3898,3851,3899
184644491,N,Brada,St,,4300,4398,4301,4399
184644492,N,Spetson,St,,3718,3798,3751,3799
184644493,N,Spetson,St,,3800,3818,3801,3849
184644498,N,Nia,Ave,,3850,3898,3851,3899
184644499,N,Far,St,,4200,4298,4201,4299
184644500,,Minnel,Way,,4100,4148,4101,4149
184644503,N,Valmai,St,,3824,3914,,
184644504,,Vissaraki,St,,,,,
184644506,,Vissaraki,St,,,,,
184644507,,Rist,Way,,3200,4098,3201,4099
184644508,N,Imvrou,St,,4000,4098,3801,4099
184644509,N,Valmai,St,,3778,3822,4001,4099
184644511,,Minnel,Way,,4150,4198,4151,4199
184644513,N,Tsimiski,St,,3900,3998,3901,3999
184644514,N,Valmai,St,,3692,3776,3801,3999
184644515,N,Estos,St,,3800,3898,3801,3899
184644517,S,Eleftherias,St,,4800,4998,4803,4999
184644518,N,Utmana,St,,3800,3806,,
184644519,N,Valmai,St,,3600,3642,3651,3711
184644520,N,Taxiarchon,Ave,,3600,3724,3601,3711
184644521,N,Bilar,St,,4400,4498,4401,4499
184644522,N,Thessalias,St,,3600,3698,3601,3699
184644523,N,Spetson,St,,3700,3716,3701,3749
184644524,,,,,,,,
184644525,N,Spetson,St,,3600,3698,3601,3699
184644526,N,Bilar,St,,4314,4398,4351,4399
184644527,N,Bilar,St,,4300,4312,4301,4349
184644528,N,Berlau,St,,4400,4498,4401,4499
184644529,N,Thessalias,St,,3500,3598,3501,3599
184644530,N,Berlau,St,,4300,4398,4301,4399
184644531,N,Spetson,St,,3500,3598,3501,3599
184644532,N,Nia,Ave,,3700,3798,3701,3799
184644533,N,Nia,Ave,,3600,3698,3601,3699
184644534,N,Bilar,St,,4200,4298,4201,4299
184644535,N,Nia,Ave,,3500,3598,3501,3599
184644536,N,Berlau,St,,4100,4298,4101,4299
184644537,N,Thessalias,St,,3400,3498,3401,3499
184644538,N,Barwyn,St,,4400,4498,4401,4499
184644539,N,Barabla,St,,4400,4498,4401,4499
184644540,N,Thessalias,St,,3300,3398,3301,3399
184644541,N,Spetson,St,,3400,3498,3401,3499
184644542,N,Barwyn,St,,4300,4398,4301,4399
184644543,N,Spetson,St,,3300,3398,3301,3399
184644544,N,Barabla,St,,4300,4398,4301,4399
184644545,N,Bairn,St,,4400,4498,4401,4499
184644546,N,Thessalias,St,,3120,3298,3201,3299
184644547,N,Bairn,St,,4300,4398,4301,4399
184644548,N,Spetson,St,,3200,3298,3201,3299
184644549,N,Nia,Ave,,3400,3498,3401,3499
184644550,N,Barwyn,St,,4200,4298,4201,4299
184644551,N,Nia,Ave,,3300,3398,3301,3399
184644552,N,Barabla,St,,4200,4298,4201,4299
184644553,N,Bairn,St,,4200,4298,4201,4299
184644554,N,Nia,Ave,,3200,3298,3201,3299
184644556,N,Brada,St,,4100,4198,4101,4199
184644557,N,Oddisseos,St,,3850,3898,3801,3899
184644558,N,Blant,St,,4200,4398,4201,4399
184644559,N,Blant,St,,4100,4198,4101,4199
184644560,N,Tavla,St,,3700,3798,3701,3799
184644561,N,Oddisseos,St,,3700,3798,3701,3749
184644562,N,Bilar,St,,4100,4198,4115,4199
184644563,N,Oddisseos,St,,3600,3698,3601,3699
184644564,N,Bilar,St,,4010,4098,4101,4113
184644565,N,Oddisseos,St,,3500,3598,3501,3599
184644566,N,Berlau,St,,4000,4098,4001,4099
184644567,N,Bilar,St,,4000,4008,4033,4099
184644568,N,Tavla,St,,3400,3498,3401,3499
184644569,N,Tavla,St,,3300,3398,3301,3399
184644570,N,Barabla,St,,4100,4198,4101,4199
184644571,N,Bairn,St,,4100,4198,4101,4199
184644572,N,Tavla,St,,3200,3298,3201,3299
184644573,N,Barwyn,St,,4100,4198,4101,4199
184644574,N,Oddisseos,St,,3400,3498,3401,3499
184644575,N,Barwyn,St,,4000,4098,4001,4099
184644576,N,Oddisseos,St,,3300,3398,3301,3399
184644577,N,Barabla,St,,4000,4098,4001,4099
184644578,N,Oddisseos,St,,3200,3298,3201,3299
184644579,N,Thessalias,St,,3100,3118,3101,3199
184644580,N,Avionos,St,,4400,4498,4401,4499
184644581,N,Averof,St,,4450,4498,4501,4549
184644582,N,Averof,St,,4400,4448,4401,4499
184644583,N,Spetson,St,,3100,3198,3101,3199
184644584,N,Avionos,St,,4300,4398,4301,4399
184644585,N,Spetson,St,,3000,3098,3001,3099
184644586,N,Averof,St,,4300,4398,4301,4399
184644587,N,Spetson,St,,2900,2998,2901,2999
184644588,N,Aveny,St,,4300,4398,4301,4399
184644589,N,Asiant,St,,4300,4398,4301,4399
184644590,N,Spetson,St,,2800,2898,2801,2899
184644591,N,Nia,Ave,,3100,3198,3101,3199
184644592,N,Avionos,St,,4200,4298,4201,4299
184644593,N,Nia,Ave,,3000,3098,3001,3099
184644594,N,Averof,St,,4200,4298,4201,4299
184644595,N,Nia,Ave,,2900,2998,2901,2999
184644596,N,Aveny,St,,4100,4298,4101,4299
184644597,N,Nia,Ave,,2800,2898,2801,2899
184644598,N,Asiant,St,,4100,4298,4101,4299
184644599,N,Spetson,St,,2700,2798,2701,2799
184644600,N,Artakis,St,,4300,4398,4301,4399
184644601,N,Spetson,St,,2600,2698,2601,2699
184644602,N,Arkadou,St,,4300,4398,4301,4399
184644603,N,Spetson,St,,2500,2598,2501,2599
184644604,N,Nia,Ave,,2700,2798,2701,2799
184644605,N,Artakis,St,,4200,4298,4201,4299
184644606,N,Nia,Ave,,2600,2698,2601,2699
184644607,N,Arkadiou,St,,4300,4398,4301,4399
184644608,N,Arkadiou,St,,4200,4298,4201,4299
184644609,N,Nia,Ave,,2500,2598,2501,2599
184644610,N,Tavla,St,,3100,3198,3101,3199
184644611,N,Averof,St,,4150,4198,4151,4199
184644612,N,Avionos,St,,4150,4198,4107,4199
184644613,N,Oddisseos,St,,3100,3198,3101,3199
184644615,N,Averof,St,,4100,4148,4101,4149
184644616,N,Oddisseos,St,,3000,3098,3001,3099
184644617,N,Averof,St,,3926,4098,4001,4099
184644618,N,Oddisseos,St,,2900,2998,2901,2999
184644619,N,Aveny,St,,3900,4098,3901,4099
184644620,N,Asiant,St,,3900,4098,3901,4099
184644621,N,Tavla,St,,2700,2798,2701,2799
184644622,N,Artakis,St,,4100,4198,4101,4199
184644623,N,Arkadou,St,,4200,4298,4201,4299
184644624,N,Tavla,St,,2600,2698,2601,2699
184644625,N,Arkadou,St,,4100,4198,4103,4199
184644626,N,Arkadiou,St,,4100,4198,4101,4199
184644627,N,Tavla,St,,2500,2598,2501,2599
184644628,N,Oddisseos,St,,2700,2798,2701,2799
184644629,N,Artakis,St,,4000,4098,4001,4099
184644630,N,Oddisseos,St,,2600,2698,2601,2699
184644631,N,Arkadou,St,,4000,4098,4001,4099
184644632,N,Arkadiou,St,,4000,4098,4001,4099
184644633,N,Oddisseos,St,,2500,2598,2501,2599
184644634,N,Oddisseos,St,,3800,3848,3751,3799
184644635,N,Blant,St,,4000,4098,4001,4099
184644636,N,Mikonou,St,,3800,3898,3801,3899
184644637,N,Mikonou,St,,3700,3798,3701,3799
184644638,N,Blant,St,,3900,3998,3901,3999
184644639,N,Mikonou,St,,3600,3698,3601,3699
184644640,N,Bilar,St,,3920,3998,4001,4031
184644641,N,Berlau,St,,3900,3998,3901,3999
184644642,N,Mikonou,St,,3500,3598,3501,3599
184644643,N,Bilar,St,,3900,3918,3901,3999
184644645,N,Polvo,St,,3700,3798,3701,3799
184644646,N,Blant,St,,3800,3898,3801,3899
184644647,N,Polvo,St,,3600,3698,3601,3699
184644648,N,Bilar,St,,3800,3898,3801,3899
184644649,N,Polvo,St,,3500,3598,3501,3599
184644650,N,Berlau,St,,3800,3898,3801,3899
184644651,N,Mikonou,St,,3400,3498,3401,3499
184644652,N,Barwyn,St,,3900,3998,3901,3999
184644654,N,Barabla,St,,3900,3998,3901,3999
184644655,N,Polvo,St,,3400,3498,3401,3499
184644656,N,Barwyn,St,,3800,3898,3801,3899
184644657,N,Polvo,St,,3250,3398,3301,3399
184644658,N,Barabla,St,,3800,3898,3801,3899
184644659,N,Bairn,St,,3800,3898,3801,3899
184644660,N,Polvo,St,,3100,3152,3101,3169
184644662,N,Estos,St,,3700,3798,3701,3799
184644663,N,Blant,St,,3700,3798,3737,3799
184644664,N,Estos,St,,3600,3698,3601,3699
184644665,N,Berlau,St,,3700,3798,3701,3799
184644666,N,Estos,St,,3500,3598,3501,3599
184644667,N,Blant,St,,3600,3698,3601,3735
184644668,N,Utmana,St,,3700,3798,3701,3797
184644669,N,Bilar,St,,3700,3798,3701,3799
184644670,N,Utmana,St,,3600,3698,3601,3699
184644671,N,Utmana,St,,3500,3598,3501,3599
184644672,N,Berlau,St,,3600,3698,3601,3699
184644673,N,Estos,St,,3400,3498,3401,3499
184644674,N,Barwyn,St,,3700,3798,3701,3799
184644675,N,Estos,St,,3300,3398,3301,3399
184644676,N,Barabla,St,,3700,3798,3701,3799
184644677,N,Bairn,St,,3700,3798,3701,3799
184644678,N,Utmana,St,,3400,3498,3401,3499
184644679,N,Barwyn,St,,3600,3698,3601,3699
184644680,N,Utmana,St,,3300,3398,3301,3399
184644681,N,Barabla,St,,3600,3698,3601,3699
184644682,N,Utmana,St,,3100,3198,3101,3199
184644683,N,Bairn,St,,3616,3698,3601,3699
184644684,N,Mikonou,St,,3100,3198,3101,3199
184644686,N,Averof,St,,3900,3924,3901,3999
184644687,N,Polvo,St,,3000,3098,3001,3099
184644689,N,Polvo,St,,2900,2998,2901,2999
184644690,N,Aveny,St,,3700,3898,3701,3899
184644691,N,Polvo,St,,2800,2898,2801,2899
184644692,N,Asiant,St,,3700,3898,3701,3899
184644693,N,Mikonou,St,,2700,2898,2701,2899
184644694,N,Mikonou,St,,2600,2698,2601,2699
184644695,N,Mikonou,St,,2500,2598,2501,2599
184644696,N,Artakis,St,,3900,3998,3901,3999
184644697,N,Polvo,St,,2700,2798,2701,2799
184644698,N,Artakis,St,,3700,3724,3701,3727
184644699,N,Arkadou,St,,3900,3998,3901,3999
184644700,N,Polvo,St,,2600,2698,2601,2699
184644701,N,Arkadou,St,,3800,3898,3713,3899
184644702,N,Arkadiou,St,,3900,3998,3901,3999
184644703,N,Arkadiou,St,,3800,3898,3801,3899
184644704,N,Polvo,St,,2500,2598,2501,2599
184644705,N,Utmana,St,,3000,3098,3001,3099
184644706,N,Utmana,St,,2900,2998,2901,2999
184644707,N,Estos,St,,2700,2780,2701,2781
184644708,N,Estos,St,,2600,2698,2601,2699
184644709,N,Arkadou,St,,3700,3798,3701,3711
184644710,N,Arkadiou,St,,3700,3798,3701,3799
184644711,N,Estos,St,,2500,2598,2501,2599
184644712,N,Utmana,St,,2800,2898,2801,2899
184644713,N,Asiant,St,,3600,3698,3601,3699
184644714,N,Utmana,St,,2700,2798,2701,2799
184644715,N,Artakis,St,,3600,3698,3601,3699
184644716,N,Utmana,St,,2600,2698,2601,2699
184644717,N,Arkadou,St,,3600,3698,3601,3699
184644718,N,Utmana,St,,2500,2598,2501,2599
184644719,N,Spetson,St,,2400,2498,2401,2499
184644720,N,Spetson,St,,2200,2398,2201,2399
184644721,N,Anntigonou,St,,4300,4398,4301,4399
184644722,N,Spetson,St,,2100,2198,2101,2199
184644723,N,Arbete,St,,4300,4398,4301,4399
184644724,N,Nia,Ave,,2400,2498,2401,2499
184644725,N,Arbete,St,,4200,4298,4201,4299
184644726,N,Antoniadou,St,,4300,4398,4301,4399
184644727,N,Nia,Ave,,2200,2398,2201,2399
184644728,N,Antoniadou,St,,4200,4298,4201,4299
184644729,N,Nia,Ave,,2100,2198,2101,2199
184644730,N,Anntigonou,St,,4200,4298,4201,4299
184644731,N,Androutsou,St,,4300,4398,4301,4399
184644732,N,Nia,Ave,,1900,2098,1901,2099
184644733,N,Androutsou,St,,4200,4298,4201,4299
184644734,N,Spetson,St,,1900,2098,1901,2099
184644735,N,Spetson,St,,1800,1898,1801,1899
184644736,N,Amfitris,St,,4300,4398,4301,4399
184644737,N,Spetson,St,,1600,1798,1603,1799
184644738,N,Alm,St,,4300,4398,4301,4399
184644739,N,Alexandrias,St,,4300,4398,4301,4399
184644740,N,Spetson,St,,1500,1598,1501,1601
184644741,N,Nia,Ave,,1800,1898,1801,1899
184644742,N,Amfitris,St,,4200,4298,4201,4299
184644743,N,Nia,Ave,,1600,1798,1601,1799
184644744,N,Alm,St,,4200,4298,4201,4299
184644745,N,Alexandrias,St,,4200,4298,4201,4299
184644746,N,Nia,Ave,,1500,1598,1501,1599
184644747,N,Tavla,St,,2400,2498,2401,2499
184644748,N,Arbete,St,,4100,4198,4101,4199
184644749,N,Tavla,St,,2200,2398,2201,2399
184644750,N,Antoniadou,St,,4100,4198,4101,4199
184644751,N,Anntigonou,St,,4100,4198,4101,4199
184644752,N,Tavla,St,,2100,2198,2101,2199
184644753,N,Oddisseos,St,,2400,2498,2401,2499
184644754,N,Arbete,St,,4000,4098,4001,4099
184644755,N,Oddisseos,St,,2200,2398,2201,2399
184644756,N,Oddisseos,St,,2100,2198,2101,2199
184644757,N,Anntigonou,St,,4000,4098,4001,4099
184644758,N,Tavla,St,,1900,2098,1901,2099
184644759,N,Tavla,St,,1800,1898,1801,1899
184644760,N,Amfitris,St,,4100,4198,4101,4199
184644761,N,Tavla,St,,1600,1798,1601,1799
184644762,N,Alm,St,,4100,4198,4101,4199
184644763,N,Alexandrias,St,,4100,4198,4101,4199
184644764,N,Tavla,St,,1500,1598,1501,1599
184644765,N,Androutsou,St,,4100,4198,4101,4199
184644766,N,Oddisseos,St,,1900,2098,1901,2099
184644767,N,Androutsou,St,,4000,4098,4001,4099
184644768,N,Oddisseos,St,,1800,1898,1801,1899
184644769,N,Amfitris,St,,4000,4098,4001,4099
184644770,N,Oddisseos,St,,1600,1798,1601,1799
184644771,N,Alm,St,,4000,4098,4001,4099
184644772,N,Oddisseos,St,,1500,1598,1501,1599
184644773,N,Alexandrias,St,,4000,4098,4001,4099
184644774,N,Spetson,St,,1400,1498,1401,1499
184644775,N,Alamanas,St,,4300,4398,4301,4399
184644776,N,Agisilaou,St,,4400,4498,4401,4499
184644777,N,Spetson,St,,1300,1398,1301,1399
184644778,N,Agisilaou,St,,4300,4398,4301,4399
184644779,N,Spetson,St,,1200,1298,1201,1299
184644780,N,Agiasou,St,,4300,4398,4301,4399
184644781,N,Spetson,St,,1100,1198,1101,1199
184644782,N,Nia,Ave,,1400,1498,1401,1499
184644783,N,Alamanas,St,,4200,4298,4201,4299
184644784,N,Nia,Ave,,1300,1398,1301,1399
184644785,N,Agisilaou,St,,4200,4298,4201,4299
184644786,N,Nia,Ave,,1200,1298,1201,1299
184644787,N,Agiasou,St,,4200,4298,4201,4299
184644788,N,Nia,Ave,,1100,1198,1101,1199
184644789,N,Agentes,St,,4200,4298,4201,4299
184644790,N,Spetson,St,,1000,1098,1001,1099
184644791,N,Achilleos,St,,4300,4398,4301,4399
184644792,N,Spetson,St,,900,998,901,999
184644793,N,Acera,St,,4300,4398,4301,4399
184644794,N,Ermou,St,,4350,4398,4301,4399
184644795,N,Spetson,St,,800,898,801,899
184644796,N,Nia,Ave,,1000,1098,1001,1099
184644797,N,Achilleos,St,,4200,4298,4201,4299
184644798,N,Nia,Ave,,900,998,901,999
184644799,N,Acera,St,,4200,4298,4201,4299
184644800,N,Ermou,St,,4300,4348,4217,4299
184644801,N,Ermou,St,,3914,4298,4201,4215
184644802,N,Nia,Ave,,800,898,801,899
184644803,N,Tavla,St,,1400,1498,1401,1499
184644804,N,Tavla,St,,1300,1398,1301,1399
184644805,N,Agisilaou,St,,4100,4198,4101,4199
184644806,N,Tavla,St,,1200,1298,1201,1299
184644807,N,Agiasou,St,,4100,4198,4101,4199
184644808,N,Agentes,St,,4100,4198,4101,4199
184644809,N,Tavla,St,,1100,1198,1101,1199
184644810,N,Alamanas,St,,4100,4198,4101,4199
184644811,N,Oddisseos,St,,1400,1498,1401,1499
184644812,N,Alamanas,St,,4000,4098,4001,4099
184644813,N,Oddisseos,St,,1300,1398,1301,1399
184644814,N,Agisilaou,St,,4000,4098,4001,4099
184644815,N,Oddisseos,St,,1200,1298,1201,1299
184644816,N,Agiasou,St,,4000,4098,4001,4099
184644817,N,Oddisseos,St,,1100,1198,1101,1199
184644818,N,Agentes,St,,4000,4098,4001,4099
184644819,N,Tavla,St,,1000,1098,1001,1099
184644820,N,Achilleos,St,,4100,4198,4101,4199
184644821,N,Tavla,St,,900,998,901,999
184644822,N,Acera,St,,4100,4198,4101,4199
184644823,N,Ermou,St,,,,4101,4199
184644824,N,Oddisseos,St,,1000,1098,1001,1099
184644825,N,Achilleos,St,,4000,4098,4001,4099
184644826,N,Oddisseos,St,,900,998,901,999
184644827,N,Acera,St,,4000,4098,4001,4099
184644828,N,Ermou,St,,,,4001,4099
184644829,N,Mikonou,St,,2400,2498,2401,2499
184644830,N,Arbete,St,,3900,3998,3901,3999
184644831,N,Antoniadou,St,,4000,4098,4001,4099
184644832,N,Mikonou,St,,2200,2398,2201,2399
184644833,N,Antoniadou,St,,3900,3998,3901,3999
184644834,N,Anntigonou,St,,3900,3998,3901,3999
184644835,N,Mikonou,St,,2100,2198,2101,2199
184644836,N,Polvo,St,,2400,2498,2401,2499
184644837,N,Arbete,St,,3800,3898,3801,3899
184644838,N,Antoniadou,St,,3800,3898,3801,3899
184644839,N,Polvo,St,,2100,2198,2101,2199
184644840,N,Anntigonou,St,,3800,3898,3801,3899
184644841,N,Mikonou,St,,1900,2098,1901,2099
184644842,N,Androutsou,St,,3900,3998,3901,3999
184644843,N,Mikonou,St,,1800,1898,1801,1899
184644844,N,Amfitris,St,,3900,3998,3901,3999
184644845,N,Mikonou,St,,1600,1798,1601,1799
184644846,N,Alexandrias,St,,3900,3998,3901,3999
184644847,N,Mikonou,St,,1500,1598,1501,1599
184644848,N,Polvo,St,,1900,2098,1901,2099
184644849,N,Androutsou,St,,3800,3898,3801,3899
184644850,N,Polvo,St,,1800,1898,1801,1899
184644851,N,Amfitris,St,,3800,3898,3801,3899
184644852,N,Alm,St,,3900,3998,3901,3999
184644853,N,Polvo,St,,1600,1798,1601,1799
184644854,N,Alm,St,,3800,3898,3801,3899
184644855,N,Alexandrias,St,,3800,3898,3801,3899
184644856,N,Polvo,St,,1500,1598,1501,1599
184644857,N,Estos,St,,2200,2398,2201,2399
184644858,N,Antoniadou,St,,3700,3798,3701,3799
184644859,N,Estos,St,,2400,2498,2401,2499
184644860,N,Arbete,St,,3700,3798,3701,3799
184644861,N,Anntigonou,St,,3700,3798,3701,3799
184644862,N,Estos,St,,2100,2198,2101,2199
184644863,N,Utmana,St,,2200,2398,2201,2399
184644864,N,Utmana,St,,2400,2498,2401,2499
184644865,N,Arbete,St,,3600,3698,3601,3699
184644866,N,Androutsou,St,,3700,3798,3701,3799
184644867,N,Utmana,St,,1900,2098,1901,2099
184644868,N,Androutsou,St,,3600,3698,3601,3699
184644869,N,Utmana,St,,2100,2198,2101,2199
184644870,N,Estos,St,,1900,2098,1901,2099
184644871,N,Estos,St,,1800,1898,1801,1899
184644872,N,Amfitris,St,,3700,3798,3701,3799
184644873,N,Estos,St,,1600,1798,1601,1799
184644874,N,Alm,St,,3700,3798,3701,3799
184644875,N,Alexandrias,St,,3700,3798,3701,3799
184644876,N,Estos,St,,1500,1598,1501,1599
184644877,N,Utmana,St,,1800,1898,1801,1899
184644878,N,Amfitris,St,,3600,3698,3601,3699
184644879,N,Utmana,St,,1600,1798,1601,1799
184644880,N,Alm,St,,3600,3698,3601,3699
184644881,N,Utmana,St,,1500,1598,1501,1599
184644882,N,Alexandrias,St,,3600,3698,3601,3699
184644883,N,Mikonou,St,,1400,1498,1401,1499
184644884,N,Mikonou,St,,1300,1398,1301,1399
184644885,N,Agisilaou,St,,3900,3998,3901,3999
184644886,N,Mikonou,St,,1200,1298,1201,1299
184644887,N,Agiasou,St,,3900,3998,3901,3999
184644888,N,Agentes,St,,3900,3998,3901,3999
184644889,N,Mikonou,St,,1100,1198,1101,1199
184644890,N,Alamanas,St,,3900,3998,3901,3999
184644891,N,Polvo,St,,1400,1498,1401,1499
184644892,N,Alamanas,St,,3800,3898,3801,3899
184644893,N,Polvo,St,,1300,1398,1301,1399
184644894,N,Agisilaou,St,,3800,3898,3801,3899
184644895,N,Polvo,St,,1200,1298,1201,1299
184644896,N,Polvo,St,,1100,1198,1101,1199
184644897,N,Mikonou,St,,1000,1098,1001,1099
184644898,N,Achilleos,St,,3900,3998,3901,3999
184644899,N,Mikonou,St,,900,998,901,999
184644900,N,Acera,St,,3900,3998,3901,3999
184644901,N,Polvo,St,,1000,1098,1001,1099
184644902,N,Achilleos,St,,3800,3898,3801,3899
184644903,N,Polvo,St,,900,998,901,999
184644904,N,Acera,St,,3800,3898,3801,3899
184644905,N,Ermou,St,,3900,3910,3901,3999
184644906,N,Ermou,St,,3816,3898,3801,3899
184644907,N,Polvo,St,,800,898,801,899
184644908,N,Estos,St,,1400,1498,1401,1499
184644909,N,Alamanas,St,,3700,3798,3701,3799
184644910,N,Estos,St,,1300,1398,1301,1399
184644911,N,Agisilaou,St,,3700,3798,3701,3799
184644912,N,Agiasou,St,,3800,3898,3801,3899
184644913,N,Estos,St,,1200,1298,1201,1299
184644914,N,Agiasou,St,,3700,3798,3701,3799
184644915,N,Agentes,St,,3800,3898,3801,3899
